top left x,top left y,bottom right x,bottom right y,angle,distance
78.75,42.5,108.75,72.5,-22.2540983607,37.0959410409
31.25,42.5,61.25,72.5,-26.9262295082,38.4477818203
107.25,42.5,137.25,72.5,-19.4508196721,36.388852908
60,42.5,90,72.5,-24.0983606557,37.6045563805
56.5,42.5,86.5,72.5,-24.4426229508,37.7031788622
86.75,42.5,116.75,72.5,-21.4672131148,36.8892711829
55,42.5,85,72.5,-24.5901639344,37.7457939515
77.5,42.5,107.5,72.5,-22.3770491803,37.1287988256
23.25,42.5,53.25,72.5,-27.7131147541,38.6954877035
115,42.5,145,72.5,-18.6885245902,36.2108697699
4.25,42.5,34.25,72.5,-29.5819672131,39.3055991725
13.5,42.5,43.5,72.5,-28.6721311475,39.004792324
74,42.5,104,72.5,-22.7213114754,37.2216065995
62.25,42.5,92.25,72.5,-23.8770491803,37.5417603184
64.5,42.5,94.5,72.5,-23.6557377049,37.4794398533
63.75,42.5,93.75,72.5,-23.7295081967,37.5001603508
82.75,42.5,112.75,72.5,-21.8606557377,36.991820533
126,42.5,156,72.5,-17.606557377,35.9690661088
50.5,42.5,80.5,72.5,-25.0327868852,37.8748841978
49.25,42.5,79.25,72.5,-25.1557377049,37.9110721996
108,42.5,138,72.5,-19.3770491803,36.3713564647
122,42.5,152,72.5,-18,36.0555127546
65.5,42.5,95.5,72.5,-23.5573770492,37.4518951512
119.25,42.5,149.25,72.5,-18.2704918033,36.1159298232
20.75,42.5,50.75,72.5,-27.9590163934,38.7740268031
87,42.5,117,72.5,-21.4426229508,36.8829143161
129.5,42.5,159.5,72.5,-17.262295082,35.8948268108
117.5,42.5,147.5,72.5,-18.4426229508,36.1547927747
79.5,42.5,109.5,72.5,-22.1803278689,37.0762993741
3.25,42.5,33.25,72.5,-29.6803278689,39.3385412507
39.75,42.5,69.75,72.5,-26.0901639344,38.1907298474
111.75,42.5,141.75,72.5,-19.0081967213,36.2847475921
100.5,42.5,130.5,72.5,-20.1147540984,36.5489220539
104.5,42.5,134.5,72.5,-19.7213114754,36.4535023546
73,42.5,103,72.5,-22.8196721311,37.2483403727
70.75,42.5,100.75,72.5,-23.0409836066,37.3088427145
55,42.5,85,72.5,-24.5901639344,37.7457939515
13.25,42.5,43.25,72.5,-28.6967213115,39.0128287392
60,42.5,90,72.5,-24.0983606557,37.6045563805
88,42.5,118,72.5,-21.3442622951,36.8575487997
73.75,42.5,103.75,72.5,-22.7459016393,37.2282810143
95,42.5,125,72.5,-20.6557377049,36.6827813082
105,42.5,135,72.5,-19.6721311475,36.4416900687
73.5,42.5,103.5,72.5,-22.7704918033,37.2349614503
120.75,42.5,150.75,72.5,-18.1229508197,36.0828758795
38,42.5,68,72.5,-26.262295082,38.2431294801
98.5,42.5,128.5,72.5,-20.3114754098,36.5972435715
12.75,42.5,42.75,72.5,-28.7459016393,39.0289172626
0.75,42.5,30.75,72.5,-29.9262295082,39.421253222
21.5,42.5,51.5,72.5,-27.8852459016,38.750408967
124.25,42.5,154.25,72.5,-17.7786885246,36.0066769466
7.75,42.5,37.75,72.5,-29.237704918,39.1909478714
19.5,42.5,49.5,72.5,-28.0819672131,38.8134964073
75,42.5,105,72.5,-22.6229508197,37.1949692165
56.25,42.5,86.25,72.5,-24.4672131148,37.710266905
28.5,42.5,58.5,72.5,-27.1967213115,38.5323047734
47.25,42.5,77.25,72.5,-25.3524590164,37.9692693177
10.5,42.5,40.5,72.5,-28.9672131148,39.1015739134
112,42.5,142,72.5,-18.9836065574,36.2790255775
2.75,42.5,32.75,72.5,-29.7295081967,39.3550429219
123.5,42.5,153.5,72.5,-17.8524590164,36.022895762
61.75,42.5,91.75,72.5,-23.9262295082,37.5556739816
15.75,42.5,45.75,72.5,-28.4508196721,38.9327005657
36.75,42.5,66.75,72.5,-26.3852459016,38.2807244869
108.5,42.5,138.5,72.5,-19.3278688525,36.3597244482
62.75,42.5,92.75,72.5,-23.8278688525,37.5278701415
27.75,42.5,57.75,72.5,-27.2704918033,38.5554707067
88,42.5,118,72.5,-21.3442622951,36.8575487997
85.75,42.5,115.75,72.5,-21.5655737705,36.9147605049
121.5,42.5,151.5,72.5,-18.0491803279,36.0664381417
63,42.5,93,72.5,-23.8032786885,37.5209338685
51.5,42.5,81.5,72.5,-24.9344262295,37.8460367007
31.75,42.5,61.75,72.5,-26.8770491803,38.4324849438
101.75,42.5,131.75,72.5,-19.9918032787,36.5189278067
121,42.5,151,72.5,-18.0983606557,36.0773900166
73.25,42.5,103.25,72.5,-22.7950819672,37.2416479042
101.5,42.5,131.5,72.5,-20.0163934426,36.5249139109
116.75,42.5,146.75,72.5,-18.5163934426,36.1715469894
15,42.5,45,72.5,-28.5245901639,38.9566838882
100.75,42.5,130.75,72.5,-20.0901639344,36.5429104656
80,42.5,110,72.5,-22.131147541,37.0632354016
93.5,42.5,123.5,72.5,-20.8032786885,36.7198184708
52.5,42.5,82.5,72.5,-24.8360655738,37.817280901
97.5,42.5,127.5,72.5,-20.4098360656,36.6215565433
62.75,42.5,92.75,72.5,-23.8278688525,37.5278701415
61,42.5,91,72.5,-24,37.5765884561
57,42.5,87,72.5,-24.393442623,37.6890201694
47.75,42.5,77.75,72.5,-25.3032786885,37.95468592
97.25,42.5,127.25,72.5,-20.4344262295,36.6276506076
99.75,42.5,129.75,72.5,-20.1885245902,36.5669949856
128.5,42.5,158.5,72.5,-17.3606557377,35.9159040454
110.25,42.5,140.25,72.5,-19.1557377049,36.3192161383
103.75,42.5,133.75,72.5,-19.7950819672,36.4712688753
21,42.5,51,72.5,-27.9344262295,38.7661488574
43.25,42.5,73.25,72.5,-25.7459016393,38.0867515678
26,42.5,56,72.5,-27.4426229508,38.6097141169
23.75,42.5,53.75,72.5,-27.6639344262,38.6798441221
14.75,42.5,44.75,72.5,-28.5491803279,38.9646888428
62,42.5,92,72.5,-23.9016393443,37.5487142159
94.25,42.5,124.25,72.5,-20.7295081967,36.7012716103
66.5,42.5,96.5,72.5,-23.4590163934,37.4244450721
68.5,42.5,98.5,72.5,-23.262295082,37.3698296162
76.5,42.5,106.5,72.5,-22.4754098361,37.1551943269
100.25,42.5,130.25,72.5,-20.1393442623,36.5549400055
64.75,42.5,94.75,72.5,-23.631147541,37.4725448183
122.75,42.5,152.75,72.5,-17.9262295082,36.0391743917
78.5,42.5,108.5,72.5,-22.2786885246,37.1025004391
55.25,42.5,85.25,72.5,-24.5655737705,37.7386769754
66.25,42.5,96.25,72.5,-23.4836065574,37.4312987096
98.5,42.5,128.5,72.5,-20.3114754098,36.5972435715
9.25,42.5,39.25,72.5,-29.0901639344,39.1421207495
124,42.5,154,72.5,-17.8032786885,36.0120765674
63.25,42.5,93.25,72.5,-23.7786885246,37.5140034769
68,42.5,98,72.5,-23.3114754098,37.3834478273
87.75,42.5,117.75,72.5,-21.368852459,36.8638808798
101,42.5,131,72.5,-20.0655737705,36.5369052435
13.5,42.5,43.5,72.5,-28.6721311475,39.004792324
36,42.5,66,72.5,-26.4590163934,38.3033479738
32.5,42.5,62.5,72.5,-26.8032786885,38.4095806825
49,42.5,79,72.5,-25.1803278689,37.918326918
121.25,42.5,151.25,72.5,-18.0737704918,36.0719107696
7.5,42.5,37.5,72.5,-29.262295082,39.1991038076
32.25,42.5,62.25,72.5,-26.8278688525,38.4172099581
51.25,42.5,81.25,72.5,-24.9590163934,37.8532399865
70.5,42.5,100.5,72.5,-23.0655737705,37.3155951513
85,42.5,115,72.5,-21.6393442623,36.9339423542
105.5,42.5,135.5,72.5,-19.6229508197,36.4299034608
37.5,42.5,67.5,72.5,-26.3114754098,38.2581508425
48.5,42.5,78.5,72.5,-25.2295081967,37.9328534466
56.5,42.5,86.5,72.5,-24.4426229508,37.7031788622
117.75,42.5,147.75,72.5,-18.4180327869,36.1492211795
11.5,42.5,41.5,72.5,-28.868852459,39.0692299631
14.25,42.5,44.25,72.5,-28.5983606557,38.9807145034
115.75,42.5,145.75,72.5,-18.6147540984,36.1939778302
51.25,42.5,81.25,72.5,-24.9590163934,37.8532399865
25.25,42.5,55.25,72.5,-27.5163934426,38.6330423233
97.75,42.5,127.75,72.5,-20.3852459016,36.6154688044
40,42.5,70,72.5,-26.0655737705,38.1832664686
19.5,42.5,49.5,72.5,-28.0819672131,38.8134964073
106.25,42.5,136.25,72.5,-19.5491803279,36.41227175
88.5,42.5,118.5,72.5,-21.2950819672,36.8449032567
12.25,42.5,42.25,72.5,-28.7950819672,39.0450266886
101.25,42.5,131.25,72.5,-20.0409836066,36.5309063909
4,42.5,34,72.5,-29.606557377,39.313827026
34.5,42.5,64.5,72.5,-26.606557377,38.3487441223
80,42.5,110,72.5,-22.131147541,37.0632354016
97.5,42.5,127.5,72.5,-20.4098360656,36.6215565433
97.25,42.5,127.25,72.5,-20.4344262295,36.6276506076
22.5,42.5,52.5,72.5,-27.7868852459,38.7189932816
42.5,42.5,72.5,72.5,-25.8196721311,38.1089401524
90,42.5,120,72.5,-21.1475409836,36.8071157954
99.25,42.5,129.25,72.5,-20.237704918,36.5790753808
126.5,42.5,156.5,72.5,-17.5573770492,35.9583801937
60.25,42.5,90.25,72.5,-24.0737704918,37.5975556279
118,42.5,148,72.5,-18.393442623,36.1436561609
78.75,42.5,108.75,72.5,-22.2540983607,37.0959410409
100.5,42.5,130.5,72.5,-20.1147540984,36.5489220539
128,42.5,158,72.5,-17.4098360656,35.9264829081
52.5,42.5,82.5,72.5,-24.8360655738,37.817280901
71,42.5,101,72.5,-23.0163934426,37.3020962599
59.5,42.5,89.5,72.5,-24.1475409836,37.618575409
89.5,42.5,119.5,72.5,-21.1967213115,36.819686729
128.25,42.5,158.25,72.5,-17.3852459016,35.9211901254
78.75,42.5,108.75,72.5,-22.2540983607,37.0959410409
121.5,42.5,151.5,72.5,-18.0491803279,36.0664381417
110,42.5,140,72.5,-19.1803278689,36.3249836103
97.5,42.5,127.5,72.5,-20.4098360656,36.6215565433
87.5,42.5,117.5,72.5,-21.393442623,36.8702191613
42.75,42.5,72.75,72.5,-25.7950819672,38.1015383399
62,42.5,92,72.5,-23.9016393443,37.5487142159
78.75,42.5,108.75,72.5,-22.2540983607,37.0959410409
78.5,42.5,108.5,72.5,-22.2786885246,37.1025004391
73.25,42.5,103.25,72.5,-22.7950819672,37.2416479042
63.5,42.5,93.5,72.5,-23.7540983607,37.5070789699
22.5,42.5,52.5,72.5,-27.7868852459,38.7189932816
60.25,42.5,90.25,72.5,-24.0737704918,37.5975556279
83.5,42.5,113.5,72.5,-21.7868852459,36.9724724549
56.25,42.5,86.25,72.5,-24.4672131148,37.710266905
4,42.5,34,72.5,-29.606557377,39.313827026
0.75,42.5,30.75,72.5,-29.9262295082,39.421253222
68.25,42.5,98.25,72.5,-23.2868852459,37.3766357469
41.5,42.5,71.5,72.5,-25.9180327869,38.1386035026
8.5,42.5,38.5,72.5,-29.1639344262,39.1665110421
77.5,42.5,107.5,72.5,-22.3770491803,37.1287988256
4.75,42.5,34.75,72.5,-29.5327868852,39.2891588169
36.75,42.5,66.75,72.5,-26.3852459016,38.2807244869
95,42.5,125,72.5,-20.6557377049,36.6827813082
69.75,42.5,99.75,72.5,-23.1393442623,37.3358883226
110.5,42.5,140.5,72.5,-19.131147541,36.3134551509
121.25,42.5,151.25,72.5,-18.0737704918,36.0719107696
128,42.5,158,72.5,-17.4098360656,35.9264829081
5.5,42.5,35.5,72.5,-29.4590163934,39.26453671
61.75,42.5,91.75,72.5,-23.9262295082,37.5556739816
32.5,42.5,62.5,72.5,-26.8032786885,38.4095806825
7,42.5,37,72.5,-29.3114754098,39.2154311504
57,42.5,87,72.5,-24.393442623,37.6890201694
19.75,42.5,49.75,72.5,-28.0573770492,38.8055918472
78.75,42.5,108.75,72.5,-22.2540983607,37.0959410409
13,42.5,43,72.5,-28.7213114754,39.0208703865
45.75,42.5,75.75,72.5,-25.5,38.0131556175
111.75,42.5,141.75,72.5,-19.0081967213,36.2847475921
5.5,42.5,35.5,72.5,-29.4590163934,39.26453671
25.5,42.5,55.5,72.5,-27.4918032787,38.6252608622
93,42.5,123,72.5,-20.8524590164,36.7322144236
77.25,42.5,107.25,72.5,-22.4016393443,37.1353886045
37.75,42.5,67.75,72.5,-26.2868852459,38.2506373857
100.25,42.5,130.25,72.5,-20.1393442623,36.5549400055
103,42.5,133,72.5,-19.868852459,36.4890930312
27,42.5,57,72.5,-27.3442622951,38.5786854247
51.5,42.5,81.5,72.5,-24.9344262295,37.8460367007
86.5,42.5,116.5,72.5,-21.4918032787,36.8956342384
96.75,42.5,126.75,72.5,-20.4836065574,36.6398576999
59,42.5,89,72.5,-24.1967213115,37.6326177802
82,42.5,112,72.5,-21.9344262295,37.0112238473
24.25,42.5,54.25,72.5,-27.6147540984,38.6642220142
61.5,42.5,91.5,72.5,-23.9508196721,37.5626396124
64.75,42.5,94.75,72.5,-23.631147541,37.4725448183
103.5,42.5,133.5,72.5,-19.8196721311,36.4772038608
70.25,42.5,100.25,72.5,-23.0901639344,37.3223535671
81.75,42.5,111.75,72.5,-21.9590163934,37.0177038784
7.25,42.5,37.25,72.5,-29.2868852459,39.2072649017
47.75,42.5,77.75,72.5,-25.3032786885,37.95468592
15.75,42.5,45.75,72.5,-28.4508196721,38.9327005657
49.5,42.5,79.5,72.5,-25.131147541,37.9038231829
117.75,42.5,147.75,72.5,-18.4180327869,36.1492211795
121,42.5,151,72.5,-18.0983606557,36.0773900166
58.5,42.5,88.5,72.5,-24.2459016393,37.6466834679
115.5,42.5,145.5,72.5,-18.6393442623,36.1996019286
113,42.5,143,72.5,-18.8852459016,36.2562026127
97.5,42.5,127.5,72.5,-20.4098360656,36.6215565433
112,42.5,142,72.5,-18.9836065574,36.2790255775
109.25,42.5,139.25,72.5,-19.2540983607,36.3423249038
93.5,42.5,123.5,72.5,-20.8032786885,36.7198184708
23.25,42.5,53.25,72.5,-27.7131147541,38.6954877035
8,42.5,38,72.5,-29.2131147541,39.1827970962
12,42.5,42,72.5,-28.8196721311,39.0530892319
0.25,42.5,30.25,72.5,-29.9754098361,39.4378565726
46.75,42.5,76.75,72.5,-25.4016393443,37.9838754174
32.5,42.5,62.5,72.5,-26.8032786885,38.4095806825
123,42.5,153,72.5,-17.9016393443,36.0337415408
101.25,42.5,131.25,72.5,-20.0409836066,36.5309063909
30,42.5,60,72.5,-27.0491803279,38.4861196128
111.5,42.5,141.5,72.5,-19.0327868852,36.2904761098
58,42.5,88,72.5,-24.2950819672,37.6607724462
111.25,42.5,141.25,72.5,-19.0573770492,36.2962111276
62.5,42.5,92.5,72.5,-23.8524590164,37.5348122925
33.5,42.5,63.5,72.5,-26.7049180328,38.3791184378
8.25,42.5,38.25,72.5,-29.1885245902,39.1746514854
99,42.5,129,72.5,-20.262295082,36.5851251011
89,42.5,119,72.5,-21.2459016393,36.832282558
72.25,42.5,102.25,72.5,-22.893442623,37.2684538339
93.75,42.5,123.75,72.5,-20.7786885246,36.713629905
29.75,42.5,59.75,72.5,-27.0737704918,38.4938035339
103,42.5,133,72.5,-19.868852459,36.4890930312
112.75,42.5,142.75,72.5,-18.9098360656,36.2618985838
107.5,42.5,137.5,72.5,-19.4262295082,36.3830143086
88.5,42.5,118.5,72.5,-21.2950819672,36.8449032567
102.5,42.5,132.5,72.5,-19.9180327869,36.5010077797
98.5,42.5,128.5,72.5,-20.3114754098,36.5972435715
42,42.5,72,72.5,-25.868852459,38.123760614
82.5,42.5,112.5,72.5,-21.8852459016,36.9982821714
78.75,42.5,108.75,72.5,-22.2540983607,37.0959410409
14.5,42.5,44.5,72.5,-28.5737704918,38.972699049
3,42.5,33,72.5,-29.7049180328,39.3467895363
65.25,42.5,95.25,72.5,-23.5819672131,37.458772464
18.25,42.5,48.25,72.5,-28.2049180328,38.8530988396
9.75,42.5,39.75,72.5,-29.0409836066,39.1258864512
91,42.5,121,72.5,-21.0491803279,36.7820487163
43.5,42.5,73.5,72.5,-25.7213114754,38.0793666148
26.25,42.5,56.25,72.5,-27.4180327869,38.6019488391
26.75,42.5,56.75,72.5,-27.368852459,38.5864344898
119.25,42.5,149.25,72.5,-18.2704918033,36.1159298232
51.25,42.5,81.25,72.5,-24.9590163934,37.8532399865
88.25,42.5,118.25,72.5,-21.3196721311,36.8512229243
79.75,42.5,109.75,72.5,-22.1557377049,37.0697643385
78.5,42.5,108.5,72.5,-22.2786885246,37.1025004391
38.25,42.5,68.25,72.5,-26.237704918,38.2356271289
83.5,42.5,113.5,72.5,-21.7868852459,36.9724724549
72.75,42.5,102.75,72.5,-22.8442622951,37.2550388527
65.25,42.5,95.25,72.5,-23.5819672131,37.458772464
122.25,42.5,152.25,72.5,-17.9754098361,36.0500600016
126.5,42.5,156.5,72.5,-17.5573770492,35.9583801937
29.25,42.5,59.25,72.5,-27.1229508197,38.5091877128
20,42.5,50,72.5,-28.0327868852,38.7976926035
105,42.5,135,72.5,-19.6721311475,36.4416900687
75.25,42.5,105.25,72.5,-22.5983606557,37.188324956
68.25,42.5,98.25,72.5,-23.2868852459,37.3766357469
53.75,42.5,83.75,72.5,-24.7131147541,37.7814654198
79.75,42.5,109.75,72.5,-22.1557377049,37.0697643385
92.5,42.5,122.5,72.5,-20.9016393443,36.7446354499
70.25,42.5,100.25,72.5,-23.0901639344,37.3223535671
115.25,42.5,145.25,72.5,-18.6639344262,36.2052325762
108.75,42.5,138.75,72.5,-19.3032786885,36.3539181329
110.5,42.5,140.5,72.5,-19.131147541,36.3134551509
3.5,42.5,33.5,72.5,-29.6557377049,39.3302980683
77,42.5,107,72.5,-22.4262295082,37.1419844498
23,42.5,53,72.5,-27.737704918,38.7033175387
65.25,42.5,95.25,72.5,-23.5819672131,37.458772464
118.25,42.5,148.25,72.5,-18.368852459,36.1380977219
21,42.5,51,72.5,-27.9344262295,38.7661488574
20.25,42.5,50.25,72.5,-28.0081967213,38.7897986794
86,42.5,116,72.5,-21.5409836066,36.9083789026
4.25,42.5,34.25,72.5,-29.5819672131,39.3055991725
50,42.5,80,72.5,-25.0819672131,37.8893422674
35.75,42.5,65.75,72.5,-26.4836065574,38.310900197
32.75,42.5,62.75,72.5,-26.7786885246,38.4019568894
81.5,42.5,111.5,72.5,-21.9836065574,37.024190034
84.5,42.5,114.5,72.5,-21.6885245902,36.9467610903
62,42.5,92,72.5,-23.9016393443,37.5487142159
77.5,42.5,107.5,72.5,-22.3770491803,37.1287988256
83,42.5,113,72.5,-21.8360655738,36.985365032
26.75,42.5,56.75,72.5,-27.368852459,38.5864344898
42,42.5,72,72.5,-25.868852459,38.123760614
21.75,42.5,51.75,72.5,-27.8606557377,38.7425470288
106.25,42.5,136.25,72.5,-19.5491803279,36.41227175
128.5,42.5,158.5,72.5,-17.3606557377,35.9159040454
49,42.5,79,72.5,-25.1803278689,37.918326918
29.75,42.5,59.75,72.5,-27.0737704918,38.4938035339
6.5,42.5,36.5,72.5,-29.3606557377,39.2317790989
61.25,42.5,91.25,72.5,-23.9754098361,37.569611105
123,42.5,153,72.5,-17.9016393443,36.0337415408
100.75,42.5,130.75,72.5,-20.0901639344,36.5429104656
94.75,42.5,124.75,72.5,-20.6803278689,36.6889384527
83.5,42.5,113.5,72.5,-21.7868852459,36.9724724549
5,42.5,35,72.5,-29.5081967213,39.2809463212
107.25,42.5,137.25,72.5,-19.4508196721,36.388852908
4.25,42.5,34.25,72.5,-29.5819672131,39.3055991725
56.5,42.5,86.5,72.5,-24.4426229508,37.7031788622
95.75,42.5,125.75,72.5,-20.5819672131,36.6643476501
8.5,42.5,38.5,72.5,-29.1639344262,39.1665110421
120.5,42.5,150.5,72.5,-18.1475409836,36.0883683554
59.25,42.5,89.25,72.5,-24.1721311475,37.6255936784
96,42.5,126,72.5,-20.5573770492,36.6582156997
48.75,42.5,78.75,72.5,-25.2049180328,37.9255873347
80.75,42.5,110.75,72.5,-22.0573770492,37.0436852156
104.5,42.5,134.5,72.5,-19.7213114754,36.4535023546
1.75,42.5,31.75,72.5,-29.8278688525,39.3881074002
86,42.5,116,72.5,-21.5409836066,36.9083789026
46.5,42.5,76.5,72.5,-25.4262295082,37.9911869722
39.25,42.5,69.25,72.5,-26.1393442623,38.2056733336
4.25,42.5,34.25,72.5,-29.5819672131,39.3055991725
48.75,42.5,78.75,72.5,-25.2049180328,37.9255873347
18.75,42.5,48.75,72.5,-28.1557377049,38.8372419533
109.25,42.5,139.25,72.5,-19.2540983607,36.3423249038
54.75,42.5,84.75,72.5,-24.6147540984,37.7529167045
122,42.5,152,72.5,-18,36.0555127546
47.75,42.5,77.75,72.5,-25.3032786885,37.95468592
84,42.5,114,72.5,-21.737704918,36.9596044658
92,42.5,122,72.5,-20.9508196721,36.7570815244
79.75,42.5,109.75,72.5,-22.1557377049,37.0697643385
107,42.5,137,72.5,-19.4754098361,36.394697955
6,42.5,36,72.5,-29.4098360656,39.2481476274
36.25,42.5,66.25,72.5,-26.4344262295,38.2958012789
88.75,42.5,118.75,72.5,-21.2704918033,36.8385898002
28.75,42.5,58.75,72.5,-27.1721311475,38.5245936519
113,42.5,143,72.5,-18.8852459016,36.2562026127
88.75,42.5,118.75,72.5,-21.2704918033,36.8385898002
83.75,42.5,113.75,72.5,-21.762295082,36.9660353853
109.75,42.5,139.75,72.5,-19.2049180328,36.330757564
36.25,42.5,66.25,72.5,-26.4344262295,38.2958012789
3.5,42.5,33.5,72.5,-29.6557377049,39.3302980683
97.5,42.5,127.5,72.5,-20.4098360656,36.6215565433
54.75,42.5,84.75,72.5,-24.6147540984,37.7529167045
41.75,42.5,71.75,72.5,-25.893442623,38.1311792566
119,42.5,149,72.5,-18.2950819672,36.1214619132
53,42.5,83,72.5,-24.7868852459,37.8029374531
103.25,42.5,133.25,72.5,-19.8442622951,36.4831452472
101.5,42.5,131.5,72.5,-20.0163934426,36.5249139109
89.25,42.5,119.25,72.5,-21.2213114754,36.8259815332
89.25,42.5,119.25,72.5,-21.2213114754,36.8259815332
2.25,42.5,32.25,72.5,-29.7786885246,39.3715649803
28.75,42.5,58.75,72.5,-27.1721311475,38.5245936519
76,42.5,106,72.5,-22.5245901639,37.1684284309
103,42.5,133,72.5,-19.868852459,36.4890930312
73,42.5,103,72.5,-22.8196721311,37.2483403727
99.5,42.5,129.5,72.5,-20.2131147541,36.5730320079
83,42.5,113,72.5,-21.8360655738,36.985365032
82,42.5,112,72.5,-21.9344262295,37.0112238473
3.25,42.5,33.25,72.5,-29.6803278689,39.3385412507
62.75,42.5,92.75,72.5,-23.8278688525,37.5278701415
56.25,42.5,86.25,72.5,-24.4672131148,37.710266905
40.5,42.5,70.5,72.5,-26.0163934426,38.1683564561
54.25,42.5,84.25,72.5,-24.6639344262,37.767179528
7.75,42.5,37.75,72.5,-29.237704918,39.1909478714
47.75,42.5,77.75,72.5,-25.3032786885,37.95468592
97.5,42.5,127.5,72.5,-20.4098360656,36.6215565433
66.5,42.5,96.5,72.5,-23.4590163934,37.4244450721
61,42.5,91,72.5,-24,37.5765884561
40.75,42.5,70.75,72.5,-25.9918032787,38.1609098289
34,42.5,64,72.5,-26.6557377049,38.3639202758
43,42.5,73,72.5,-25.7704918033,38.0941421439
36.5,42.5,66.5,72.5,-26.4098360656,38.2882601155
104.75,42.5,134.75,72.5,-19.6967213115,36.4475930034
16.5,42.5,46.5,72.5,-28.3770491803,38.9087646235
75.25,42.5,105.25,72.5,-22.5983606557,37.188324956
91.75,42.5,121.75,72.5,-20.9754098361,36.7633139468
117.25,42.5,147.25,72.5,-18.4672131148,36.1603709434
97.5,42.5,127.5,72.5,-20.4098360656,36.6215565433
27.75,42.5,57.75,72.5,-27.2704918033,38.5554707067
83.75,42.5,113.75,72.5,-21.762295082,36.9660353853
16.5,42.5,46.5,72.5,-28.3770491803,38.9087646235
1.75,42.5,31.75,72.5,-29.8278688525,39.3881074002
28.5,42.5,58.5,72.5,-27.1967213115,38.5323047734
88.25,42.5,118.25,72.5,-21.3196721311,36.8512229243
103.25,42.5,133.25,72.5,-19.8442622951,36.4831452472
85,42.5,115,72.5,-21.6393442623,36.9339423542
48.75,42.5,78.75,72.5,-25.2049180328,37.9255873347
104,42.5,134,72.5,-19.7704918033,36.4653402936
76.5,42.5,106.5,72.5,-22.4754098361,37.1551943269
114.75,42.5,144.75,72.5,-18.7131147541,36.2165135067
121.25,42.5,151.25,72.5,-18.0737704918,36.0719107696
6.25,42.5,36.25,72.5,-29.3852459016,39.2399607923
9.5,42.5,39.5,72.5,-29.0655737705,39.1340010085
48.25,42.5,78.25,72.5,-25.2540983607,37.9401252502
31,42.5,61,72.5,-26.9508196721,38.4554384595
81.25,42.5,111.25,72.5,-22.0081967213,37.0306823109
127,42.5,157,72.5,-17.5081967213,35.947721006
24.75,42.5,54.75,72.5,-27.5655737705,38.6486214059
64.75,42.5,94.75,72.5,-23.631147541,37.4725448183
126.25,42.5,156.25,72.5,-17.5819672131,35.9637198118
35.25,42.5,65.25,72.5,-26.5327868852,38.3260212151
66.25,42.5,96.25,72.5,-23.4836065574,37.4312987096
55.25,42.5,85.25,72.5,-24.5655737705,37.7386769754
0.5,42.5,30.5,72.5,-29.9508196721,39.4295523633
49.5,42.5,79.5,72.5,-25.131147541,37.9038231829
109.25,42.5,139.25,72.5,-19.2540983607,36.3423249038
73.25,42.5,103.25,72.5,-22.7950819672,37.2416479042
51.25,42.5,81.25,72.5,-24.9590163934,37.8532399865
3.75,42.5,33.75,72.5,-29.631147541,39.3220599924
115.5,42.5,145.5,72.5,-18.6393442623,36.1996019286
121,42.5,151,72.5,-18.0983606557,36.0773900166
3.25,42.5,33.25,72.5,-29.6803278689,39.3385412507
24.75,42.5,54.75,72.5,-27.5655737705,38.6486214059
27.25,42.5,57.25,72.5,-27.3196721311,38.5709417703
16.5,42.5,46.5,72.5,-28.3770491803,38.9087646235
126.5,42.5,156.5,72.5,-17.5573770492,35.9583801937
34.25,42.5,64.25,72.5,-26.631147541,38.3563294464
70.75,42.5,100.75,72.5,-23.0409836066,37.3088427145
45.25,42.5,75.25,72.5,-25.5491803279,38.0278296656
55.75,42.5,85.75,72.5,-24.5163934426,37.7244603669
129.5,42.5,159.5,72.5,-17.262295082,35.8948268108
69.25,42.5,99.25,72.5,-23.1885245902,37.3494469551
112.75,42.5,142.75,72.5,-18.9098360656,36.2618985838
76.75,42.5,106.75,72.5,-22.4508196721,37.1485863583
126.25,42.5,156.25,72.5,-17.5819672131,35.9637198118
124.25,42.5,154.25,72.5,-17.7786885246,36.0066769466
80,42.5,110,72.5,-22.131147541,37.0632354016
57,42.5,87,72.5,-24.393442623,37.6890201694
28,42.5,58,72.5,-27.2459016393,38.5477433041
107.5,42.5,137.5,72.5,-19.4262295082,36.3830143086
44,42.5,74,72.5,-25.6721311475,38.0646135912
63,42.5,93,72.5,-23.8032786885,37.5209338685
5,42.5,35,72.5,-29.5081967213,39.2809463212
125.75,42.5,155.75,72.5,-17.631147541,35.9744190818
72.75,42.5,102.75,72.5,-22.8442622951,37.2550388527
43.25,42.5,73.25,72.5,-25.7459016393,38.0867515678
84.5,42.5,114.5,72.5,-21.6885245902,36.9467610903
38.75,42.5,68.75,72.5,-26.1885245902,38.2206391028
8.25,42.5,38.25,72.5,-29.1885245902,39.1746514854
78.75,42.5,108.75,72.5,-22.2540983607,37.0959410409
129.5,42.5,159.5,72.5,-17.262295082,35.8948268108
22.75,42.5,52.75,72.5,-27.762295082,38.7111527324
63.25,42.5,93.25,72.5,-23.7786885246,37.5140034769
87.75,42.5,117.75,72.5,-21.368852459,36.8638808798
25.75,42.5,55.75,72.5,-27.4672131148,38.6174847923
5.25,42.5,35.25,72.5,-29.4836065574,39.2727389511
74,42.5,104,72.5,-22.7213114754,37.2216065995
61.5,42.5,91.5,72.5,-23.9508196721,37.5626396124
